chr1	start1	end1	chr2	start2	end2	CD19_rep1_RawCC	CD19_rep2_RawCC	HA_rep1_RawCC	HA_rep2_RawCC	logFC	PValue	FDR
chr6	135850000	135860000	chr6	135900000	135910000	112	68	275	318	1.38011700038362	3.29696108603224e-05	0.0444426689144398
chr6	135850000	135860000	chr6	135960000	135970000	75	40	177	237	1.50953351170586	1.73449312412133e-05	0.0265993640944741
chr6	135860000	135870000	chr6	135900000	135910000	92	56	227	277	1.42585000805795	2.95840406286023e-05	0.0403027139803326
chr6	135860000	135870000	chr6	135940000	135950000	42	50	177	189	1.6167206685251	9.10039913731024e-06	0.0157357130945339
chr6	135860000	135870000	chr6	135960000	135970000	0	0	138	154	10.0240641231505	1.25458938546101e-27	4.35389455702668e-22
chr6	135860000	135870000	chr6	135970000	135980000	0	0	67	83	9.062588034772	1.83560977576105e-17	9.63120586530081e-13
chr6	135860000	135870000	chr6	136000000	136010000	0	0	0	32	6.81561916052913	2.43631236381958e-05	0.0347926563071143
chr6	135870000	135880000	chr6	135960000	135970000	0	0	66	89	9.10831140008202	6.43565308527873e-18	3.67483459181602e-13
chr6	135870000	135880000	chr6	135970000	135980000	0	0	32	23	7.62881894168529	1.83617116762962e-08	8.66661165696973e-05
chr6	135880000	135890000	chr6	135900000	135910000	212	149	569	585	1.33217352406822	1.7012507253216e-05	0.0261397433678598
chr6	135880000	135890000	chr6	135920000	135930000	42	16	123	134	1.81958487775747	2.60930304763573e-06	0.00568865370423288
chr6	135880000	135890000	chr6	135940000	135950000	102	55	277	291	1.52275185075958	6.59157596066471e-06	0.0121220978989651
chr6	135880000	135890000	chr6	135960000	135970000	82	43	252	265	1.71562293938002	6.76127302141809e-07	0.0018642746957742
chr6	135880000	135890000	chr6	135970000	135980000	35	36	141	157	1.70063949492461	6.69285345789275e-06	0.0123021681371219
chr6	135890000	135900000	chr6	135940000	135950000	103	85	310	335	1.42245404070523	1.71576936130009e-05	0.0263546193967225
chr6	135890000	135900000	chr6	135960000	135970000	89	56	248	293	1.55624522413615	5.0333210615836e-06	0.00981748553632784
chr6	135900000	135910000	chr6	135940000	135950000	142	98	398	462	1.49472078776908	3.47869354841312e-06	0.00720812591315241
chr6	135900000	135910000	chr6	135960000	135970000	118	56	311	328	1.55155864104814	2.97548495451704e-06	0.00640032775815776
chr6	135900000	135910000	chr6	135970000	135980000	62	41	171	241	1.64911358660112	3.60613898807691e-06	0.00744079739576012
chr6	135910000	135920000	chr6	135940000	135950000	65	52	214	240	1.60030974568672	5.07093410067742e-06	0.00986027374170239
chr6	135910000	135920000	chr6	135960000	135970000	50	0	152	154	2.32838959674673	1.51695250925457e-09	9.75510478856314e-06
chr6	135910000	135920000	chr6	135970000	135980000	18	0	60	59	2.40767003315407	1.66433070704274e-06	0.00387596105606577
chr6	135920000	135930000	chr6	135940000	135950000	72	56	239	252	1.58661493322221	4.56348536027255e-06	0.00893657723637467
chr6	135920000	135930000	chr6	135960000	135970000	0	20	98	103	2.90294741457805	1.0360155342014e-09	7.06764846468282e-06
chr6	135940000	135950000	chr6	135960000	135970000	170	102	468	483	1.47033166228396	3.65077136864361e-06	0.00752363537823193
chr6	135960000	135970000	chr6	135980000	135990000	0	0	131	152	9.97821337399103	4.56719100571551e-27	1.45919360294465e-21
chr6	135960000	135970000	chr6	136000000	136010000	0	0	56	51	8.5816750613225	2.36186446171762e-13	4.97910835148098e-09
chr6	135960000	135970000	chr6	136020000	136030000	8	14	55	72	2.13771153938199	1.30904336047364e-05	0.021069647192823
chr6	135960000	135970000	chr6	136040000	136050000	0	0	62	32	8.40452599912037	4.69045125750769e-12	5.9558747079865e-08
chr6	135960000	135970000	chr6	136540000	136550000	0	0	26	30	7.64699712621503	1.37685564658987e-08	6.69733797003884e-05
chr6	135970000	135980000	chr6	136000000	136010000	0	0	38	38	8.08803977273526	4.58944346977438e-11	4.5051011150943e-07
chr6	136000000	136010000	chr6	136040000	136050000	0	0	10	37	7.37925041587213	2.5925749112369e-07	0.000838226464558852
chr6	137680000	137690000	chr6	137700000	137710000	69	61	45	0	-1.85777382555946	2.12240718146315e-05	0.031128076768953
chr6	137690000	137700000	chr6	137720000	137730000	0	0	27	42	7.94191972946079	3.91998052801855e-10	2.99609016383699e-06
chr6	137960000	137970000	chr6	138000000	138010000	7	0	41	39	3.15359981142137	1.73477194642939e-06	0.00403114576875567
chr6	137970000	137980000	chr6	138000000	138010000	39	30	123	148	1.61686901133409	2.27234692046551e-05	0.0329383444578037
chr6	137980000	137990000	chr6	138000000	138010000	0	0	139	154	10.0291273351541	1.07346597135228e-27	3.86325172224428e-22
chr6	137980000	137990000	chr6	138190000	138200000	0	0	73	67	8.96852491479138	1.31915563980408e-16	5.81010699659413e-12
chr6	138000000	138010000	chr6	138030000	138040000	43	28	152	123	1.61182868889682	2.01813363986262e-05	0.0297472351696193
chr6	138000000	138010000	chr6	138120000	138130000	10	13	75	59	2.16861886891333	8.07445283465239e-06	0.0145357266177323
chr6	138000000	138010000	chr6	138150000	138160000	8	13	67	55	2.15678195026904	1.57539394206258e-05	0.0247810230406422
chr6	138000000	138010000	chr6	138160000	138170000	0	0	19	30	7.45041262210666	1.03548220925213e-07	0.000374593133353747
chr6	138000000	138010000	chr6	138170000	138180000	0	0	18	44	7.78158407070102	2.81464045511993e-09	1.68286236653888e-05
chr6	138000000	138010000	chr6	138190000	138200000	0	0	67	84	9.07194425271846	1.48589313140115e-17	7.89137455162919e-13
chr6	138000000	138010000	chr6	138250000	138260000	13	0	30	58	2.4207127903664	2.12230729085052e-05	0.0311277457955178
chr6	138020000	138030000	chr6	138120000	138130000	83	70	264	325	1.58452892435749	2.79278091895881e-06	0.00605032494990413
chr6	138030000	138040000	chr6	138050000	138060000	88	64	257	280	1.47141322887714	1.50719671513917e-05	0.0239150124473387
chr6	138030000	138040000	chr6	138080000	138090000	61	50	185	217	1.49859376977347	2.28408513161593e-05	0.0330965760734561
chr6	138030000	138040000	chr6	138100000	138110000	62	54	219	222	1.56823355643487	7.84547303501478e-06	0.0141475555437371
chr6	138030000	138040000	chr6	138110000	138120000	101	66	436	442	2.05229798891502	6.10222486660464e-10	4.39137002121006e-06
chr6	138030000	138040000	chr6	138120000	138130000	118	66	415	455	1.90671093307388	6.35508460945351e-09	3.43353169731482e-05
chr6	138030000	138040000	chr6	138130000	138140000	68	64	265	258	1.62449450730382	2.42099945907845e-06	0.00531641814119999
chr6	138030000	138040000	chr6	138140000	138150000	184	138	520	633	1.48811277643724	1.97630963036546e-06	0.004544929587276
chr6	138030000	138040000	chr6	138150000	138160000	43	35	210	240	2.16986136458203	2.75533477465228e-09	1.65201643387557e-05
chr6	138030000	138040000	chr6	138160000	138170000	31	33	161	170	2.0011956228476	1.33932922035915e-07	0.000476546689647454
chr6	138030000	138040000	chr6	138170000	138180000	53	35	166	210	1.74551500549687	1.46837630970643e-06	0.00354761884026915
chr6	138030000	138040000	chr6	138190000	138200000	121	64	298	317	1.40248418548914	2.21732937188158e-05	0.0323278391510676
chr6	138030000	138040000	chr6	138230000	138240000	31	16	113	108	1.8940363818659	3.53449859982297e-06	0.00731848458821095
chr6	138030000	138040000	chr6	138260000	138270000	70	43	233	203	1.61058745658297	4.69319657918821e-06	0.0091771951803875
chr6	138040000	138050000	chr6	138110000	138120000	32	23	139	129	1.93424117392883	8.24698374652246e-07	0.00216720008926485
chr6	138040000	138050000	chr6	138120000	138130000	36	28	125	165	1.82039729994674	1.90954532346435e-06	0.00440472758347415
chr6	138040000	138050000	chr6	138190000	138200000	0	0	110	87	9.46323291203113	2.71096549415062e-21	3.01473891328164e-16
chr6	138050000	138060000	chr6	138110000	138120000	22	20	89	112	1.89191245359066	7.82874927922558e-06	0.0141199279910063
chr6	138050000	138060000	chr6	138120000	138130000	29	15	100	101	1.85067187908385	1.0185487337651e-05	0.0174391987636175
chr6	138050000	138060000	chr6	138150000	138160000	10	9	62	60	2.31432766691687	4.35431677101951e-06	0.00868129302801157
chr6	138100000	138110000	chr6	138120000	138130000	73	54	217	225	1.44935184606739	3.27011425656842e-05	0.0440955420885863
chr6	138110000	138120000	chr6	138130000	138140000	85	59	271	298	1.63504310713331	1.4858716113611e-06	0.00358392766826245
chr6	138110000	138120000	chr6	138160000	138170000	27	19	106	109	1.87205010348726	4.50099065954724e-06	0.00882191977835133
chr6	138120000	138130000	chr6	138140000	138150000	337	212	925	1010	1.47958444917582	9.64452788901224e-07	0.00250308422306466
chr6	138120000	138130000	chr6	138150000	138160000	80	63	289	326	1.74973335793453	2.56797886114486e-07	0.000830674408574209
chr6	138120000	138130000	chr6	138160000	138170000	44	45	205	205	1.83711869219039	4.29380319107514e-07	0.00126446818692762
chr6	138120000	138130000	chr6	138170000	138180000	57	53	223	256	1.75808662321233	5.95843808588875e-07	0.00165618248604907
chr6	138120000	138130000	chr6	138190000	138200000	123	66	296	337	1.41121886350598	1.97358571658356e-05	0.0292502451880824
chr6	138120000	138130000	chr6	138250000	138260000	42	27	128	135	1.58419987793422	3.20296648745692e-05	0.0432654546432023
chr6	138120000	138130000	chr6	138260000	138270000	56	35	182	182	1.65776230921561	4.61107386210549e-06	0.00902230762895071
chr6	138120000	138130000	chr6	138280000	138290000	44	27	135	141	1.61497753451701	2.01940497635444e-05	0.0297637950154931
chr6	138130000	138140000	chr6	138150000	138160000	72	66	248	268	1.5403663019916	7.64383042160939e-06	0.0138353777417675
chr6	138130000	138140000	chr6	138170000	138180000	54	40	156	191	1.53009761117289	2.72222285797937e-05	0.0374963145577873
chr6	138140000	138150000	chr6	138160000	138170000	190	159	535	690	1.45128398421799	2.91515207371026e-06	0.00627961007229159
chr6	138140000	138150000	chr6	138170000	138180000	194	141	583	585	1.45564262530845	3.0544394414648e-06	0.00653419878122102
chr6	138140000	138150000	chr6	138190000	138200000	121	96	364	459	1.56641239279276	1.49681904431804e-06	0.00360925165418043
chr6	138150000	138160000	chr6	138170000	138180000	57	41	226	276	2.00393271364368	1.64111919807636e-08	7.83415776334511e-05
chr6	138150000	138160000	chr6	138180000	138190000	126	88	324	411	1.43084972656378	1.18086346141974e-05	0.0196329413936687
chr6	138150000	138160000	chr6	138190000	138200000	66	43	182	217	1.52550160302551	1.80899703601907e-05	0.027092112998875
chr6	138150000	138160000	chr6	138260000	138270000	22	14	79	101	1.96703084113614	6.27797730153857e-06	0.0116154236953313
chr6	138160000	138170000	chr6	138190000	138200000	0	0	123	154	9.94591293643725	1.05731363501781e-26	3.04025551270808e-21
chr6	138170000	138180000	chr6	138190000	138200000	0	0	188	216	10.4914794642649	1.80949512334971e-33	1.77667441253433e-27
chr6	138170000	138180000	chr6	138250000	138260000	8	0	54	49	3.33052076546487	3.53436622877986e-08	0.000151518909812953
chr6	138170000	138180000	chr6	138260000	138270000	20	15	87	77	1.87394600637801	2.14323285338076e-05	0.0313786406913246
chr6	138190000	138200000	chr6	138210000	138220000	0	64	147	170	1.85136133128724	1.68386872354229e-06	0.00391947307565896
chr6	138190000	138200000	chr6	138250000	138260000	96	0	198	249	1.95176148948837	2.80607346867277e-08	0.000123564042463214
chr6	138190000	138200000	chr6	138260000	138270000	110	67	277	324	1.42319251301352	1.94201373644601e-05	0.0288055877888875
chr6	138190000	138200000	chr6	138270000	138280000	0	0	85	86	9.25487509554724	3.24498027132027e-19	2.41909313139928e-14
chr6	138190000	138200000	chr6	138300000	138310000	0	0	41	82	8.76899383132189	7.64553453315498e-15	2.2917441373673e-10
chr6	138220000	138230000	chr6	138250000	138260000	169	103	400	471	1.34002635671841	2.68064578903791e-05	0.036961566071749
chr6	138220000	138230000	chr6	138260000	138270000	148	90	370	392	1.34162068673718	3.35597678324623e-05	0.0450992597204121
chr6	138240000	138250000	chr6	138260000	138270000	106	82	315	353	1.47603529149925	8.39501771067912e-06	0.0149274380512107
chr6	138250000	138260000	chr6	138290000	138300000	68	55	203	232	1.46571825234935	2.89304323083983e-05	0.0395461228982637
chr6	138260000	138270000	chr6	138280000	138290000	84	89	288	327	1.45813207313286	1.34895556924944e-05	0.0216817112675074
chr6	138910000	138920000	chr6	138930000	138940000	0	0	39	38	8.10726621989888	3.40105969246868e-11	3.46267615934028e-07
chr6	138910000	138920000	chr6	138940000	138950000	0	0	26	39	7.85672691982185	1.07722227114675e-09	7.22870911866243e-06
chr6	138910000	138920000	chr6	139070000	139080000	0	0	15	30	7.32479301519648	3.87407931202146e-07	0.00115275522190629
chr6	138910000	138920000	chr6	139080000	139090000	0	0	39	25	7.84831942756555	1.38702771521583e-09	9.14755230883873e-06
chr6	139130000	139140000	chr6	139300000	139310000	52	35	178	193	1.74466358784657	1.5880691670234e-06	0.00375229682058331
chr6	139240000	139250000	chr6	139260000	139270000	0	0	30	67	8.42583149173087	3.47803023848518e-12	4.64387289587862e-08
chr6	139260000	139270000	chr6	139280000	139290000	0	0	40	31	7.9944485481831	1.63791489695206e-10	1.37625671013916e-06
chr6	144840000	144850000	chr6	144860000	144870000	0	0	0	43	7.2379351503299	7.98162533824384e-07	0.00212230879063398
chr6	147100000	147110000	chr6	147170000	147180000	0	0	33	40	8.02694598870357	1.1442768092165e-10	1.00665201673808e-06
chr6	147110000	147120000	chr6	147170000	147180000	19	11	85	121	2.4227450615834	3.03879779567843e-08	0.000133388809567202
chr6	147120000	147130000	chr6	147170000	147180000	0	0	68	117	9.35883473970502	2.92605393112971e-20	2.61760493133098e-15
chr6	147130000	147140000	chr6	147170000	147180000	0	0	32	34	7.88429486942646	7.72670130695299e-10	5.4369640778036e-06
chr6	147140000	147150000	chr6	147170000	147180000	0	0	52	56	8.5921787588045	2.23535552367065e-13	4.77385846057102e-09
chr6	147150000	147160000	chr6	147170000	147180000	0	0	38	71	8.596253307238	1.81812719796184e-13	3.9286713174664e-09
chr6	147170000	147180000	chr6	147190000	147200000	0	0	90	104	9.434253515114	5.78245288183518e-21	6.01499713811723e-16
chr6	147170000	147180000	chr6	147210000	147220000	0	0	52	38	8.33641990811312	9.26677095254847e-13	1.54024063653144e-08
chr6	147170000	147180000	chr6	147510000	147520000	3	0	31	37	4.06778967037643	1.31467938040952e-07	0.000468370051938427
chr6	147180000	147190000	chr6	147200000	147210000	0	0	31	0	6.83300085543036	1.86211708685765e-05	0.0276765806048925
chr6	147180000	147190000	chr6	147210000	147220000	0	0	31	0	6.83300085543036	1.86211708685765e-05	0.0276765806048925
chr6	147190000	147200000	chr6	147210000	147220000	0	0	76	94	9.24283459847043	4.04671175521671e-19	2.95654817241381e-14
chr6	147190000	147200000	chr6	147260000	147270000	0	0	33	21	7.6043805747414	2.50205179714149e-08	0.000113491208837565
chr6	149390000	149400000	chr6	149740000	149750000	0	0	39	0	7.16214990184977	1.61076565537926e-06	0.00376389997412789
chr6	149760000	149770000	chr6	149830000	149840000	0	11	50	47	2.71614184767429	4.31973399661667e-06	0.00868129302801157
chr6	149790000	149800000	chr6	149810000	149820000	49	42	175	172	1.57365361601473	1.62513932544715e-05	0.0255126784044655
chr6	149800000	149810000	chr6	149820000	149830000	136	106	382	461	1.44586620914481	6.90916436816811e-06	0.0126881834734209
chr6	149800000	149810000	chr6	149830000	149840000	153	97	365	444	1.35192378684058	2.66612955221459e-05	0.0367717250739024
chr6	149810000	149820000	chr6	149830000	149840000	150	93	439	595	1.74575421289806	5.06956864001983e-08	0.000205210938990423
chr6	149930000	149940000	chr6	149950000	149960000	0	45	0	0	-7.80160371375276	4.73216206252838e-09	2.66023634861393e-05
chr6	150160000	150170000	chr6	150180000	150190000	0	0	20	33	7.56228566729802	3.61120203894356e-08	0.000153041138107596
chr6	151350000	151360000	chr6	151370000	151380000	0	0	30	49	8.1355955853826	2.41372464906221e-11	2.5563725372015e-07
chr6	151350000	151360000	chr6	151410000	151420000	0	0	39	28	7.91234741308816	5.52482278091827e-10	4.06598070033622e-06
chr6	151720000	151730000	chr6	151740000	151750000	31	0	0	0	-7.05528499886347	7.10240674836407e-06	0.012987367743831
chr6	152020000	152030000	chr6	152040000	152050000	0	0	21	38	7.71475902723995	6.95881541498022e-09	3.72224872897535e-05
chr6	155060000	155070000	chr6	155100000	155110000	0	0	47	56	8.52224571875656	6.83845625549273e-13	1.20794743350699e-08
chr6	155070000	155080000	chr6	155100000	155110000	0	0	47	49	8.42327610762173	3.51366290164783e-12	4.66969472493034e-08
chr6	155080000	155090000	chr6	155100000	155110000	0	0	56	71	8.82257899241247	2.70582489003958e-15	9.03955242770921e-11
chr6	155100000	155110000	chr6	155120000	155130000	25	0	60	77	2.14512171947671	3.96896210630231e-06	0.00810798173137226
chr6	155250000	155260000	chr6	155480000	155490000	0	0	37	0	7.08665005347708	3.18732066072901e-06	0.00663100073422902
chr6	155250000	155260000	chr6	155500000	155510000	0	0	23	40	7.80952788783318	2.02138319174089e-09	1.25731596163483e-05
chr6	155370000	155380000	chr6	155420000	155430000	21	0	56	60	2.15442047609835	1.15482445930977e-05	0.0194857096463619
chr6	155420000	155430000	chr6	155440000	155450000	28	0	74	91	2.25320632190476	4.10491041994043e-07	0.00121461719613866
chr6	155430000	155440000	chr6	155450000	155460000	22	0	43	71	2.05748608369018	2.47845600014549e-05	0.0353355884037743
chr6	155500000	155510000	chr6	155550000	155560000	0	0	21	38	7.71475902723995	6.95881541498022e-09	3.72224872897535e-05
chr6	155500000	155510000	chr6	155570000	155580000	0	0	17	42	7.7102670953572	7.06648649210352e-09	3.77532691216359e-05
chr6	155650000	155660000	chr6	155670000	155680000	0	0	44	59	8.52024338196999	6.91143578821787e-13	1.21497427501601e-08
chr6	155650000	155660000	chr6	155680000	155690000	0	0	19	33	7.53417682219355	4.97944256266559e-08	0.000201826553376095
chr6	155650000	155660000	chr6	155850000	155860000	0	0	8	30	7.07471730579705	3.25082222859752e-06	0.00675333909144286
chr6	155670000	155680000	chr6	155740000	155750000	5	0	32	35	3.35975295131018	4.82812914559034e-06	0.00943142509941742
chr6	155740000	155750000	chr6	155760000	155770000	12	0	80	77	3.36935975064083	7.57817004850822e-11	7.07325272549417e-07
chr6	156490000	156500000	chr6	156510000	156520000	35	0	0	0	-7.22815319973418	1.80482739155556e-06	0.00417681777038079
chr6	157820000	157830000	chr6	157840000	157850000	0	32	0	0	-7.31004561601986	9.55630364153556e-07	0.00248162694192294
chr6	157840000	157850000	chr6	157870000	157880000	46	26	0	0	-8.34230405285309	1.98973803104312e-12	2.94051287403092e-08
chr6	157870000	157880000	chr6	157920000	157930000	35	30	0	0	-8.21777299295609	1.57482245210591e-11	1.75693201841835e-07
chr6	158170000	158180000	chr6	158240000	158250000	25	14	80	95	1.8179517127323	2.40598442241579e-05	0.0344769611445819
chr6	158170000	158180000	chr6	158250000	158260000	0	0	36	47	8.21023651370589	7.33036959724535e-12	8.81140193587255e-08
chr6	158190000	158200000	chr6	158220000	158230000	0	0	38	0	7.12489305761463	2.2643840638665e-06	0.00499597835819137
chr6	158190000	158200000	chr6	158230000	158240000	0	0	30	0	6.78604059661625	2.62422063554489e-05	0.0362245030139256
chr6	158220000	158230000	chr6	158250000	158260000	0	0	26	53	8.13217379669706	2.45428003568992e-11	2.59590992043997e-07
chr6	158230000	158240000	chr6	158250000	158260000	0	0	44	35	8.1475168179049	1.85013617374466e-11	2.01187765684938e-07
chr6	159260000	159270000	chr6	159300000	159310000	0	0	23	35	7.69290846385416	7.51439783414184e-09	3.92197788287927e-05
chr6	159470000	159480000	chr6	159500000	159510000	0	0	125	152	9.94645620283254	1.0530933433292e-26	3.04025551270808e-21
chr6	160060000	160070000	chr6	160090000	160100000	0	0	35	34	7.94965021467134	3.05930835066744e-10	2.39324829244671e-06
chr6	160060000	160070000	chr6	160100000	160110000	0	0	29	40	7.94385572615693	3.88712749383713e-10	2.9760655385176e-06
chr6	160100000	160110000	chr6	160120000	160130000	0	0	31	28	7.72593777576257	5.36524051173432e-09	2.94699067024356e-05
chr6	160290000	160300000	chr6	160350000	160360000	15	8	54	72	2.09798572417818	1.51702246574785e-05	0.0240334884697232
chr6	160330000	160340000	chr6	160350000	160360000	52	37	172	158	1.54368809031405	2.47025769008706e-05	0.0352424189175885
chr6	160350000	160360000	chr6	160390000	160400000	49	33	180	169	1.74426650561368	2.24761264282044e-06	0.00499597835819137
chr6	160420000	160430000	chr6	160440000	160450000	29	0	83	75	2.14743395345106	1.24808555266342e-06	0.00308222540685273
chr6	160420000	160430000	chr6	160450000	160460000	0	0	26	41	7.89945516189723	5.83920785416705e-10	4.21112749387351e-06
chr6	160440000	160450000	chr6	160460000	160470000	29	0	64	70	1.90842319729242	2.51760986676457e-05	0.0355168975155316
chr6	160450000	160460000	chr6	160470000	160480000	0	0	58	36	8.40164602851892	5.78462553897955e-12	7.12049414978339e-08
chr6	161500000	161510000	chr6	161520000	161530000	0	0	0	33	6.8595517538652	1.73770560443541e-05	0.0265993640944741
chr6	167510000	167520000	chr6	167530000	167540000	40	31	14	0	-2.6535966226113	5.35302505998236e-06	0.0103468188814121
chr6	167530000	167540000	chr6	167550000	167560000	38	40	0	0	-8.49152710176235	1.45904698181024e-13	3.24866655839196e-09
chr7	1970000	1980000	chr7	2020000	2030000	72	45	15	22	-1.99543808293764	1.33378993295977e-05	0.0214473740881989
chr7	2720000	2730000	chr7	2750000	2760000	0	0	35	29	7.84419497222503	1.4106526177149e-09	9.26541220437607e-06
chr7	3020000	3030000	chr7	3060000	3070000	0	0	48	51	8.46721983524168	1.93172771702948e-12	2.87589821613027e-08
chr7	3030000	3040000	chr7	3060000	3070000	0	0	29	47	8.08008704288071	5.87826724884315e-11	5.66118480814101e-07
chr7	5120000	5130000	chr7	5160000	5170000	45	31	0	0	-8.43058837720933	4.53015343381363e-13	8.78879021126597e-09
chr7	5120000	5130000	chr7	5170000	5180000	30	0	0	0	-7.00861480814261	1.00243258693727e-05	0.0171954436027043
chr7	5130000	5140000	chr7	5160000	5170000	57	40	0	0	-8.78249124090814	9.12534801692364e-16	3.37951345342782e-11
chr7	5140000	5150000	chr7	5160000	5170000	100	83	0	0	-9.70630272393587	6.29571408122781e-25	1.36259358385319e-19
chr7	5140000	5150000	chr7	5170000	5180000	58	0	0	0	-7.94942509553217	8.49602549927398e-10	5.8756036960564e-06
chr7	5150000	5160000	chr7	5170000	5180000	66	0	0	0	-8.13415627831542	5.44030709284715e-11	5.26838710690562e-07
chr7	5160000	5170000	chr7	5180000	5190000	114	93	32	31	-2.06414697559872	1.6702412672668e-07	0.000570525930002319
chr7	5160000	5170000	chr7	5200000	5210000	33	28	0	0	-8.12589181515543	5.67749139191797e-11	5.4861983634211e-07
chr7	5160000	5170000	chr7	5210000	5220000	58	37	0	0	-8.74723253207766	1.64312465333935e-15	5.69734579734805e-11
chr7	5170000	5180000	chr7	5190000	5200000	58	0	0	0	-7.94942509553217	8.49602549927398e-10	5.8756036960564e-06
chr7	5170000	5180000	chr7	5200000	5210000	44	41	0	0	-8.60842677505851	2.00344728230604e-14	5.39835709294432e-10
chr7	5170000	5180000	chr7	5210000	5220000	60	41	0	0	-8.83913623031695	2.56042160529678e-16	1.06590695642371e-11
chr7	5180000	5190000	chr7	5210000	5220000	44	43	12	14	-2.09553842806439	2.66995220112969e-05	0.0368229482313286
chr7	5190000	5200000	chr7	5210000	5220000	31	33	0	0	-8.20740203905782	1.66043255692548e-11	1.84648998780832e-07
chr7	5350000	5360000	chr7	5370000	5380000	8	31	0	0	-7.55356544595453	6.82480455557648e-08	0.000265271461449103
chr7	5370000	5380000	chr7	5390000	5400000	0	0	34	0	6.96537906629193	8.63651603047098e-06	0.015090695157693
chr7	5700000	5710000	chr7	5720000	5730000	40	0	91	104	1.99368127977925	1.70191548034776e-06	0.00395845205847832
chr7	5700000	5710000	chr7	5730000	5740000	45	0	102	94	1.83953414205777	6.81001076813902e-06	0.0125123737510664
chr7	5700000	5710000	chr7	5740000	5750000	26	0	77	88	2.35821605553009	1.68334726144404e-07	0.000574380400870996
chr7	5710000	5720000	chr7	5730000	5740000	63	0	149	142	1.93270343519016	3.07682266380053e-07	0.000955796120639398
chr7	5720000	5730000	chr7	5740000	5750000	67	0	168	204	2.19465885347052	3.04333182602787e-09	1.80060847621103e-05
chr7	5730000	5740000	chr7	5750000	5760000	38	0	87	100	2.00556526592314	2.01293111809069e-06	0.00461412364687614
chr7	5790000	5800000	chr7	5810000	5820000	0	0	0	56	7.61625573977673	1.90930222144576e-08	8.84567956986087e-05
chr7	5810000	5820000	chr7	5830000	5840000	0	0	0	52	7.51007314952739	5.37695939517244e-08	0.000213742179893607
chr7	6050000	6060000	chr7	6070000	6080000	0	0	55	52	8.58103246180962	2.37026473532228e-13	4.98788202170118e-09
chr7	7150000	7160000	chr7	7170000	7180000	0	30	0	0	-7.21718528362287	2.01225008159604e-06	0.00461282520640954
chr7	7830000	7840000	chr7	7850000	7860000	0	0	20	38	7.68949258328386	9.49680746731511e-09	4.88758259164889e-05
chr7	11110000	11120000	chr7	11160000	11170000	7	11	49	65	2.27311991021239	1.65675492374393e-05	0.0257688314299164
chr7	11130000	11140000	chr7	11170000	11180000	0	0	19	32	7.50679386319306	6.85134846191475e-08	0.000265969347291531
chr7	11150000	11160000	chr7	11230000	11240000	0	0	31	26	7.67762510697201	9.90658850127669e-09	5.06416501520616e-05
chr7	11160000	11170000	chr7	11210000	11220000	6	10	49	53	2.28340919262384	2.37148492412096e-05	0.0340201352042933
chr7	11160000	11170000	chr7	11220000	11230000	12	5	50	57	2.30112797426081	1.15705513227906e-05	0.0195225301998285
chr7	11160000	11170000	chr7	11230000	11240000	10	9	97	109	3.06638864571042	1.05995445653025e-10	9.50755057633624e-07
chr7	11160000	11170000	chr7	11240000	11250000	11	7	54	64	2.3494296594877	5.41623316818782e-06	0.0104609568650312
chr7	11170000	11180000	chr7	11230000	11240000	0	0	32	57	8.30553558666355	1.63238067680947e-12	2.47216399482417e-08
chr7	11190000	11200000	chr7	11230000	11240000	0	0	33	50	8.20779107795445	7.42225614843799e-12	8.89264485353006e-08
chr7	11200000	11210000	chr7	11230000	11240000	0	0	52	41	8.38233269706033	4.86687197675094e-13	9.35190706599322e-09
chr7	11210000	11220000	chr7	11230000	11240000	0	0	41	61	8.50447547832681	9.05416153782984e-13	1.51554014670188e-08
chr7	11230000	11240000	chr7	11250000	11260000	0	0	66	91	9.12638159824298	5.00797286369637e-18	2.98670604906273e-13
chr7	16620000	16630000	chr7	16640000	16650000	0	0	20	37	7.66493560294118	1.03437250351334e-08	5.18749859076667e-05
chr7	16640000	16650000	chr7	16670000	16680000	0	0	27	45	8.00196487837763	1.5837320955804e-10	1.33630806347929e-06
chr7	17040000	17050000	chr7	17060000	17070000	31	0	0	0	-7.05528499886347	7.10240674836407e-06	0.012987367743831
chr7	17050000	17060000	chr7	17070000	17080000	0	0	22	44	7.87420726432008	1.00106306717985e-09	6.87581218116958e-06
chr7	17180000	17190000	chr7	17340000	17350000	0	0	36	31	7.90938115362352	5.59562665825564e-10	4.10757566133849e-06
chr7	18540000	18550000	chr7	18560000	18570000	0	0	34	48	8.19152073937109	9.87970352429909e-12	1.15247958323206e-07
chr7	21300000	21310000	chr7	21470000	21480000	39	0	0	0	-7.38262977017934	4.47562556887861e-07	0.00131378375830152
chr7	21340000	21350000	chr7	21400000	21410000	0	35	83	87	1.83874096881258	3.77157481826707e-05	0.0485203241146611
chr7	21380000	21390000	chr7	21400000	21410000	0	85	199	214	1.81724696624308	7.60160869740963e-07	0.00203723416729831
chr7	22590000	22600000	chr7	22760000	22770000	30	24	0	0	-7.94750572046831	7.0064434367204e-10	5.0071679243633e-06
chr7	22600000	22610000	chr7	22660000	22670000	36	26	6	7	-2.57636367788569	2.39452984649336e-05	0.0343299290005287
chr7	22600000	22610000	chr7	22670000	22680000	34	20	5	4	-2.88177870858268	3.09144660573404e-05	0.041891182729324
