axis	evidence	population	settings	treatments	names_entity	authors	title	venue	year	cited	pmid	doi	pmcid	url	local_fulltext	status
historical_lph_as_nph	case_series_or_cohort	unspecified			yes	Bannister CM.	A report of eight patients with low pressure hydrocephalus treated by C.S.F. diversion with disappointing results	Acta neurochirurgica	1972	22	4540544	10.1007/bf01402168		https://pubmed.ncbi.nlm.nih.gov/4540544/		metadata_only
historical_lph_as_nph	case_series	unspecified			yes	Ingvar DH, Risberg J, Schwartz MS.	Evidence of subnormal function of association cortex in presenile dementia	Neurology	1975	30	1237107	10.1212/wnl.25.10.964		https://pubmed.ncbi.nlm.nih.gov/1237107/		metadata_only
historical_lph_as_nph	case_series_or_cohort	adult	infection_inflammatory;shunt_dependent_prior	shunt_or_valve	yes	Hash CJ, Shenkin HA, Crowder LE.	Ventricle to sagittal sinus shunt for hydrocephalus	Neurosurgery	1979	11	460566	10.1227/00006123-197905000-00004		https://pubmed.ncbi.nlm.nih.gov/460566/		metadata_only
historical_lph_as_nph	clinical_or_mechanistic_study	unspecified			yes	Aleksic SN, George AE.	Dementia and low-pressure hydrocephalus in a patient with pituitary adenoma	Journal of the neurological sciences	1973	5	4541480	10.1016/0022-510x(73)90097-x		https://pubmed.ncbi.nlm.nih.gov/4541480/		metadata_only
historical_lph_as_nph	computational_model	unspecified			yes	Bloch R, Talalla A.	A mathematical model of cerebrospinal fluid dynamics	Journal of the neurological sciences	1976	9	1262906	10.1016/0022-510x(76)90215-x		https://pubmed.ncbi.nlm.nih.gov/1262906/		metadata_only
historical_lph_as_nph	case_series_or_cohort	unspecified			yes	Singounas EG, Krasanakis C, Karvounis PC.	Observations on the pathogenesis of low pressure hydrocephalus. Analysis of 25 cases	Neurochirurgia	1976	9	1250499	10.1055/s-0028-1090384		https://pubmed.ncbi.nlm.nih.gov/1250499/		metadata_only
historical_lph_as_nph	case_series	unspecified	shunt_dependent_prior	shunt_or_valve	yes	Raimondi AJ, Gutierrez FA, Jones RR, Winston SR.	Cystic cavum veli interpositi associated with normal or low pressure hydrocephalus	Child's brain	1975	7	1175442	10.1159/000119579		https://pubmed.ncbi.nlm.nih.gov/1175442/		metadata_only
historical_lph_as_nph	experimental	unspecified	aqueductal_obstructive		yes	Lindvall M, Owman C.	Sympathetic nervous control of cerebrospinal fluid production in experimental obstructive hydrocephalus	Experimental neurology	1984	16	6723882	10.1016/0014-4886(84)90208-5		https://pubmed.ncbi.nlm.nih.gov/6723882/		metadata_only
historical_lph_as_nph	case_series_or_cohort	unspecified		shunt_or_valve;icp_monitoring	yes	Janny P, Colnet G, Veyre A, Chazal J, Barretto LC.	[Normal pressure hydrocephalus. Pre- and postoperative study of 56 cases (author's transl)]	Neuro-Chirurgie	1981	10	7279095			https://pubmed.ncbi.nlm.nih.gov/7279095/		metadata_only
historical_lph_as_nph	clinical_or_mechanistic_study	unspecified			yes	Meixensberger J, Brawanski A, Ullrich OW, Gunreben G.	Cerebral blood flow in low pressure hydrocephalus	Psychiatry research	1989	5	2608784	10.1016/0165-1781(89)90073-5		https://pubmed.ncbi.nlm.nih.gov/2608784/		metadata_only
historical_lph_as_nph	case_report	unspecified			yes	Martin G.	Lundberg's B waves as a feature of normal intracranial pressure	Surgical neurology	1978	13	675492			https://pubmed.ncbi.nlm.nih.gov/675492/		metadata_only
historical_lph_as_nph	clinical_or_mechanistic_study	unspecified			yes	Ingram TT.	'Low-pressure hydrocephalus'	Developmental medicine and child neurology	1971	4	5119928			https://pubmed.ncbi.nlm.nih.gov/5119928/		metadata_only
historical_lph_as_nph	clinical_or_mechanistic_study	unspecified			yes	Jensen F, Malmros R, Hansen HH.	Isotope encephalography in low-pressure hydrocephalus	Acta neurologica Scandinavica	1970	4	5457870	10.1111/j.1600-0404.1970.tb02169.x		https://pubmed.ncbi.nlm.nih.gov/5457870/		metadata_only
historical_lph_as_nph	case_series_or_cohort	unspecified			yes	Botez MI, Léveillé J, Bérubé L, Botez-Marquard T.	Occult disorders of the cerebrospinal fluid dynamics. Early diagnosis criteria	European neurology	1975	6	1149749	10.1159/000114677		https://pubmed.ncbi.nlm.nih.gov/1149749/		metadata_only
historical_lph_as_nph	clinical_or_mechanistic_study	unspecified			yes	Cold G, Jensen F, Malmros R.	Intraventricular isotope encephalography, continuous intraventricular pressure recording and biochemical changes in the cerebrospinal fluid in low-pressure hydrocephalus	Danish medical bulletin	1977	3	837736			https://pubmed.ncbi.nlm.nih.gov/837736/		metadata_only
historical_lph_as_nph	case_series_or_cohort	unspecified		icp_monitoring	yes	Sjaastad O, Nornes H.	Increased intracranial pressure in so-called 'normal-pressure hydrocephalus'	European neurology	1976	3	1278191	10.1159/000114738		https://pubmed.ncbi.nlm.nih.gov/1278191/		metadata_only
historical_lph_as_nph	case_series_or_cohort	unspecified			yes	Voigt K, Greitz T.	Cerebral blood volume alterations during fractional pneumoencephalography	AJR. American journal of roentgenology	1976	2	178206	10.2214/ajr.126.3.582		https://pubmed.ncbi.nlm.nih.gov/178206/		metadata_only
historical_lph_as_nph	case_series	unspecified			yes	Nehlil J.	[Low-pressure hydrocephalus and psychoses. Apropos of 2 cases]	Annales medico-psychologiques	1975	0	1232893			https://pubmed.ncbi.nlm.nih.gov/1232893/		metadata_only
historical_lph_as_nph	case_series_or_cohort	unspecified			yes	Mata González P, Vázquez Herrero C, Ayuso Gutiérrez JL, Calve Pérez A, Vázquez Rodríguez A, Morales Otal MA.	[Low-pressure hydrocephalus. A clinical study of 18 patients]	Revista clinica espanola	1977	0	605235			https://pubmed.ncbi.nlm.nih.gov/605235/		metadata_only
historical_lph_as_nph	case_series_or_cohort	unspecified			yes	Kulczycki J, Kryst-Widźgowska T, Honczarenko K, Dworak W, Buksowicz C.	[Diagnostic value of radioisotope cisternography in low-pressure hydrocephalus syndrome]	Neurologia i neurochirurgia polska	1978	0	683432			https://pubmed.ncbi.nlm.nih.gov/683432/		metadata_only
historical_lph_as_nph	case_series_or_cohort	unspecified		shunt_or_valve	yes	Herskovits E, Matera R, Matera R.	[Considerations on low pressure hydrocephalus]	Arquivos de neuro-psiquiatria	1976	0	985149	10.1590/s0004-282x1976000400007		https://pubmed.ncbi.nlm.nih.gov/985149/		metadata_only
historical_lph_as_nph	clinical_or_mechanistic_study	unspecified	tumor_posterior_fossa		yes	Mumenthaler M.	[Reversible and preventable dementias]	Schweizerische medizinische Wochenschrift	1987	2	3616587			https://pubmed.ncbi.nlm.nih.gov/3616587/		metadata_only
historical_lph_as_nph	clinical_or_mechanistic_study	unspecified		shunt_or_valve	yes	Mazars G, Pull H.	[Neurosurgical treatment of headaches]	Minerva medica	1976	2	934549			https://pubmed.ncbi.nlm.nih.gov/934549/		metadata_only
historical_lph_as_nph	clinical_or_mechanistic_study	unspecified			yes	Rivero Hernández MS, Ayuso Gutiérrez JL, Calvé Pérez A.	[Diagnosis of the psycho-organic syndrome in low pressure hydrocephalus using the Wechsler-Bellevue test]	Actas luso-espanolas de neurologia, psiquiatria y ciencias afines	1975	0	1211270			https://pubmed.ncbi.nlm.nih.gov/1211270/		metadata_only
historical_lph_as_nph	clinical_or_mechanistic_study	unspecified		icp_monitoring	yes	Bozzao L, Fantozzi LM, Gagliardi F.	[Low-pressure hydrocephalus. Diagnostic value of the infusion test]	Recenti progressi in medicina	1974	0	4408072			https://pubmed.ncbi.nlm.nih.gov/4408072/		metadata_only
historical_lph_as_nph	clinical_or_mechanistic_study	adult	tumor_posterior_fossa		yes	Mumenthaler M.	[Cerebral sclerosis. Diagnostic criteria and differential diagnostic consideration in practice]	Schweizerische medizinische Wochenschrift	1975	1	237320			https://pubmed.ncbi.nlm.nih.gov/237320/		metadata_only
